,Name,Link
764,Análisis del contexto para fundamentar diseño de instrucción (Universidad de los Andes),https://coursera.org/learn/analisis-del-contexto-para-fundamentar-diseno-de-instruccion
765,Análisis estático lineal y no lineal de estructuras (Universidad de los Andes),https://coursera.org/learn/analisis-estatico-lineal-nolineal-estructuras
766,Análisis exploratorio de datos con Python y Pandas (Coursera Project Network),https://coursera.org/learn/analisis-exploratorio-de-datos-con-python-y-pandas
767,Análisis serverless de data en Amazon S3 usando Athena (Coursera Project Network),https://coursera.org/learn/amazon-athena
768,Análisis visual con Tableau (Universidad Austral),https://coursera.org/learn/anlisis-visual-con-tableau
769,Apache Spark (TM) SQL for Data Analysts (Databricks),https://coursera.org/learn/apache-spark-sql-for-data-analysts
770,Aplicaciones musicales con Arduino (Universidad Nacional Autónoma de México),https://coursera.org/learn/aplicaciones-musicales-arduino
771,Aplicando privacidad en modelos de Machine Learning (Coursera Project Network),https://coursera.org/learn/privacidad-machine-learning
772,Aplicando seguridad en apps con Azure (Coursera Project Network),https://coursera.org/learn/seguridad-azure
773,"App Deployment, Debugging, and Performance (Google Cloud)",https://coursera.org/learn/app-deployment-debugging-performance
774,"App Deployment, Debugging, and Performance en Français (Google Cloud)",https://coursera.org/learn/app-deployment-debugging-performance-fr
775,App Design and Development for iOS (University of Toronto),https://coursera.org/learn/ios-app-design-development
776,App Dev: Adding User Authentication to your Application - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-dev-adding-user-authentication-to-your-application-python-jh1dy
777,App Dev: Deploying the Application into Kubernetes Engine - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-dev-deploying-the-application-into-kubernetes-engine-pytho-emnhx
778,App Dev: Setting up a Development Environment - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-dev-setting-up-a-development-environment-python-g0xjk
779,App Dev: Storing Application Data in Cloud Datastore - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-dev-storing-application-data-in-cloud-datastore-python-zqyd5
780,App Dev: Storing Image and Video Files in Cloud Storage - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-dev-storing-image-and-video-files-in-cloud-storage-python-x6sk3
781,App Development with Power Apps: Create Custom Components (Coursera Project Network),https://coursera.org/learn/app-development-power-apps-create-custom-components
782,App Engine: Qwik Start - Go (Google Cloud),https://coursera.org/learn/googlecloud-app-engine-qwik-start-go-cj2pu
783,App Engine: Qwik Start - Java (Google Cloud),https://coursera.org/learn/googlecloud-app-engine-qwik-start-java-jp6zm
784,App Engine: Qwik Start - PHP (Google Cloud),https://coursera.org/learn/googlecloud-app-engine-qwik-start-php-clhcd
785,App Engine: Qwik Start - Python (Google Cloud),https://coursera.org/learn/googlecloud-app-engine-qwik-start-python-gtsbd
786,AppSheet Administration (Google Cloud),https://coursera.org/learn/appsheet-administration
787,Application : se préparer aux métiers de la cybersécurité (Google),https://coursera.org/learn/application-se-preparer-aux-metiers-de-la-cybersecurite
788,"Application Deployment, Debug, Performance 日本語版 (Google Cloud)",https://coursera.org/learn/app-deployment-debugging-performance-jp
789,Application Development using Microservices and Serverless (IBM),https://coursera.org/learn/applications-development-microservices-serverless-openshift
790,Application Development with Cloud Run (Google Cloud),https://coursera.org/learn/application-development-with-cloud-run
791,Application Modernization for Enterprise Systems (IBM ),https://coursera.org/learn/application-modernization-for-enterprise-systems
792,Application Programming Fundamentals (LearnQuest),https://coursera.org/learn/application-programming-fundamentals
793,Application Security Support Fundamentals (CompTIA),https://coursera.org/learn/comptia-application-security-support-fundamentals
794,Application Security for Developers and DevOps Professionals (IBM),https://coursera.org/learn/application-security-for-developers-devops
795,"Application of AI, InsurTech, and Real Estate Technology (University of Pennsylvania)",https://coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology
796,Application of Data Analysis in Business with R Programming (Coursera Project Network),https://coursera.org/learn/application-of-data-analysis-in-business-with-r-programming
797,Application of Health Equity Research Methods for Practice and Policy (Johns Hopkins University),https://coursera.org/learn/health-equity-research-methods
798,Application using Amazon Rekognition (Coursera Project Network),https://coursera.org/learn/aws-rekognition
799,Applications in Engineering Mechanics (Georgia Institute of Technology),https://coursera.org/learn/engineering-mechanics-statics-2
800,Applications of Software Architecture for Big Data (University of Colorado Boulder),https://coursera.org/learn/software-architecture-for-big-data-applications
801,Applied AI with DeepLearning (IBM),https://coursera.org/learn/ai
802,"Applied Analytics and Data for Decision Making (University at Buffalo, The State University of New York)",https://coursera.org/learn/analytics-data-decisions
803,Applied Calculus with Python (Johns Hopkins University),https://coursera.org/learn/applied-calculus-with-python
804,Applied ChatGPT for Cybersecurity (Infosec),https://coursera.org/learn/chatgpt-for-cybersecurity
805,Applied Computational Fluid Dynamics (Siemens),https://coursera.org/learn/applied-computational-fluid-dynamics
806,Applied Data Science Capstone (IBM),https://coursera.org/learn/applied-data-science-capstone
807,Applied Data Science for Data Analysts (Databricks),https://coursera.org/learn/applied-data-science-for-data-analysts
808,Applied Machine Learning in Python (University of Michigan),https://coursera.org/learn/python-machine-learning
809,"Applied Plotting, Charting & Data Representation in Python (University of Michigan)",https://coursera.org/learn/python-plotting
810,"Applied Public History: Places, People, Stories (University of London)",https://coursera.org/learn/uol-public-history
811,Applied Social Network Analysis in Python (University of Michigan),https://coursera.org/learn/python-social-network-analysis
812,Applied Text Mining in Python (University of Michigan),https://coursera.org/learn/python-text-mining
813,Apply Fibonacci Scales to Agile Project Estimation in Miro (Coursera Project Network),https://coursera.org/learn/apply-fibonacci-scales-agile-project-estimation-miro
814,Apply Generative Adversarial Networks (GANs) (DeepLearning.AI),https://coursera.org/learn/apply-generative-adversarial-networks-gans
815,Apply advanced testing for your Django web application (Coursera Project Network),https://coursera.org/learn/advanced-testing-django-web-application
816,Apply basic testing for your Django web application (Coursera Project Network),https://coursera.org/learn/basic-testing-django-web-applications
817,Applying Data Analytics in Accounting (University of Illinois at Urbana-Champaign),https://coursera.org/learn/applying-data-analytics-accounting
818,Applying Data Analytics in Finance (University of Illinois at Urbana-Champaign),https://coursera.org/learn/applying-data-analytics-business-in-finance
819,Applying Data Analytics in Marketing (University of Illinois at Urbana-Champaign),https://coursera.org/learn/applying-data-analytics-business-in-marketing
820,Applying Data Structures to Manipulate Cleansed UN Data (Coursera Project Network),https://coursera.org/learn/applying-data-structures
821,Applying Investment Decision Rules for Startups (Yonsei University),https://coursera.org/learn/capital-budgeting
822,Applying Machine Learning to your Data with GCP 日本語版 (Google Cloud),https://coursera.org/learn/data-insights-gcp-apply-ml-jp
823,Applying Machine Learning to your Data with Google Cloud (Google Cloud),https://coursera.org/learn/data-insights-gcp-apply-ml
824,Applying Participatory Approaches in Public Health Settings (Imperial College London),https://coursera.org/learn/applying-participatory-approaches-in-public-health-settings
825,Applying Systems Engineering to the Design Process (University of Colorado Boulder),https://coursera.org/learn/applying-systems-engineering-to-the-design-process
826,Applying to College 101 (University of Pennsylvania),https://coursera.org/learn/applying-to-college-101
827,Applying to U.S. Universities (University of Pennsylvania),https://coursera.org/learn/study-in-usa
828,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles (Deep Teaching Solutions),https://coursera.org/learn/apprendre-comment-apprendre
829,Apprendre à tirer parti des idées de tweet sur Twitter (Coursera Project Network),https://coursera.org/learn/apprendre-a-tirer-parti-des-idees-de-tweet-sur-twitter
830,Apprendre à une IA des jeux de stratégie avec easyAI (Coursera Project Network),https://coursera.org/learn/intelligence-artificielle-pour-gamers
831,Approaching Music Theory: Melodic Forms and Simple Harmony (California Institute of the Arts),https://coursera.org/learn/melodic-forms-simple-harmony
832,Approche agile et design thinking (University of Virginia),https://coursera.org/learn/uva-darden-getting-started-agile-fr
833,Approximation Algorithms (EIT Digital ),https://coursera.org/learn/approximation-algorithms
834,Approximation Algorithms Part I (École normale supérieure),https://coursera.org/learn/approximation-algorithms-part-1
835,Approximation Algorithms Part II (École normale supérieure),https://coursera.org/learn/approximation-algorithms-part-2
836,Approximation Algorithms and Linear Programming (University of Colorado Boulder),https://coursera.org/learn/linear-programming-and-approximation-algorithms
837,Approximation Methods (University of Colorado Boulder),https://coursera.org/learn/approximation-methods
838,Aprenda Javascript sin experiencia previa en programación (Coursera Project Network),https://coursera.org/learn/aprenda-javascript-sin-experiencia-previa-en-programacin
839,"Aprenda a ensinar programação com o Programaê! (Fundação Lemann, Fundação Telefônica)",https://coursera.org/learn/programae
840,Aprenda cómo buscar trabajo con Indeed (Coursera Project Network),https://coursera.org/learn/aprenda-como-buscar-trabajo-indeed
841,Aprende a administrar contenido en Facebook Creator Studio (Coursera Project Network),https://coursera.org/learn/aprende-a-administrar-contenido-en-facebook-creator-studio
842,Aprende a usar Trello para tus proyectos (Coursera Project Network),https://coursera.org/learn/aprende-a-usar-trello-para-tus-proyectos
843,Aprende a utilizar Click Up (Coursera Project Network),https://coursera.org/learn/aprende-a-utilizar-click-up
844,Aprende las funciones básicas de Microsoft Forms (Coursera Project Network),https://coursera.org/learn/aprende-las-funciones-basicas-de-microsoft-forms
845,Aprende y diseña una presentacion atractiva con PowerPoint (Coursera Project Network),https://coursera.org/learn/aprende-disena-presentacion-atractiva-powerpoint
846,Aprendendo a aprender: ferramentas mentais poderosas para ajudá-lo a dominar assuntos difíceis (em Português) [Learning How to Learn] (Deep Teaching Solutions),https://coursera.org/learn/aprender
847,Aprender (Universidad Nacional Autónoma de México),https://coursera.org/learn/aprendo
848,Aprendiendo Infraestructura como código con Terraform (Coursera Project Network),https://coursera.org/learn/aprendiendo-terraform
849,Aprendiendo Python con bases de datos (Coursera Project Network),https://coursera.org/learn/aprendiendo-python-con-bases-de-datos
850,Aprendiendo Python con circuitos digitales (Coursera Project Network),https://coursera.org/learn/aprendiendo-python-con-circuitos-digitales
851,Aprendiendo Python con estadística descriptiva (Coursera Project Network),https://coursera.org/learn/aprendiendo-python-con-estadistica-descriptiva
852,"Aprendiendo Python con textos, números y ecuaciones (Coursera Project Network)",https://coursera.org/learn/aprendiendo-python-con-textos-numeros-ecuaciones
853,Aprendiendo Python con álgebra lineal (Coursera Project Network),https://coursera.org/learn/aprendiendo-python-con-algebra-lineal
854,Aprendiendo a Aprender (IE Business School),https://coursera.org/learn/aprendiendo-a-aprender-ie
855,Aprendiendo a aprender para jóvenes (Universidad Austral),https://coursera.org/learn/aprendiendo-a-aprender-para-jovenes
856,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn) (Deep Teaching Solutions),https://coursera.org/learn/aprendiendo-a-aprender
857,Aprendiendo a crear apps con Outsystems (Coursera Project Network),https://coursera.org/learn/crear-apps-outsystems
858,Aprendiendo a hacer API con Node.JS (Coursera Project Network),https://coursera.org/learn/api-nodejs
859,Aprendiendo a programar en Go (Coursera Project Network),https://coursera.org/learn/aprendiendo-go
860,Aprendizaje automático con Python y Azure Notebooks (Coursera Project Network),https://coursera.org/learn/aprendizaje-automatico-python-azure-notebooks
861,Aprendizaje de las matemáticas de primaria (Universidad de los Andes),https://coursera.org/learn/aprendizaje-matematicas-primaria
862,"Aprendizaje, primera infancia y desarrollo de habilidades (Banco Interamericano de Desarrollo)",https://coursera.org/learn/aprendizaje-primera-infancia-y-desarrollo-de-habilidades
863,Aprendizajes en Ingeniería y Agricultura con Arduino: Construcción y automatización de un invernadero (Universidad Nacional de Colombia),https://coursera.org/learn/aprendizajes-en-ingeniera-y-agricultura
864,"Aprovechar el Diseño para Detectar Oportunidades de Negocio (Parsons School of Design, The New School)",https://coursera.org/learn/aprovechar-el-diseno-para-detectar-oportunidades-de-negocio-
865,Arch of Titus: Rome and the Menorah (Yeshiva University),https://coursera.org/learn/archoftitus
866,Archaeoastronomy (Politecnico di Milano),https://coursera.org/learn/archaeoastronomy
867,Archaeology and Heritage of Africa (Universitat Autònoma de Barcelona),https://coursera.org/learn/archaeology-heritage-africa
868,Architecting Applications for IBM Z and Cloud (IBM ),https://coursera.org/learn/architecting-applications-ibm-z-cloud
869,Architecting Google Kubernetes Engine Production in italiano (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-it
870,Architecting Google Kubernetes Engine: Foundations in italiano (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-it
871,Architecting Google Kubernetes Engine: Workloads in italiano (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-it
872,Architecting Smart IoT Devices (EIT Digital ),https://coursera.org/learn/iot-architecture
873,Architecting Solutions on AWS (Amazon Web Services),https://coursera.org/learn/architecting-solutions-on-aws
874,Architecting and Installing the Apigee Hybrid API Platform (Google Cloud),https://coursera.org/learn/fundamentals-installation-of-apigee-hybrid-api-platform
875,Architecting with Google Kubernetes Engine: Foundations (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke
876,Architecting with Google Kubernetes Engine: Foundations - 繁體中文 (Google Cloud),https://coursera.org/learn/architecting-with-google-kubernetes-engine-foundations-zhtw
877,Architecting with Google Kubernetes Engine: Foundations em Português Brasileiro (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-br
878,Architecting with Google Kubernetes Engine: Foundations en Español (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-es
879,Architecting with Google Kubernetes Engine: Foundations en Français (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-fr
880,Architecting with Google Kubernetes Engine: Foundations 日本語版 (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-jp
881,Architecting with Google Kubernetes Engine: Foundations 简体中文 (Google Cloud),https://coursera.org/learn/architecting-google-kubernetes-engine-foundations-zhcn
882,Architecting with Google Kubernetes Engine: Foundations 한국어 (Google Cloud),https://coursera.org/learn/foundations-google-kubernetes-engine-gke-ko
883,Architecting with Google Kubernetes Engine: Production (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production
884,Architecting with Google Kubernetes Engine: Production em Português Brasileiro (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-br
885,Architecting with Google Kubernetes Engine: Production en Español (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-es
886,Architecting with Google Kubernetes Engine: Production en Français (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-fr
887,Architecting with Google Kubernetes Engine: Production 日本語版 (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-jp
888,Architecting with Google Kubernetes Engine: Production 한국어 (Google Cloud),https://coursera.org/learn/deploying-secure-kubernetes-containers-in-production-ko
889,Architecting with Google Kubernetes Engine: Workloads (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke
890,Architecting with Google Kubernetes Engine: Workloads em Português Brasileiro (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-br
891,Architecting with Google Kubernetes Engine: Workloads en Español (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-es
892,Architecting with Google Kubernetes Engine: Workloads en Français (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-fr
893,Architecting with Google Kubernetes Engine: Workloads 日本語版 (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-jp
894,Architecting with Google Kubernetes Engine: Workloads 한국어 (Google Cloud),https://coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-ko
895,Arctic Development (University of Alberta),https://coursera.org/learn/arctic-development
896,Arctic Economy (University of Alberta),https://coursera.org/learn/arctic-economy
897,"Arctic Peoples and Cultures (University of Alberta, UiT The Arctic University of Norway)",https://coursera.org/learn/arctic-peoples-and-cultures
898,Arduino y algunas aplicaciones (Universidad Nacional Autónoma de México),https://coursera.org/learn/arduino-aplicaciones
899,Arm Cortex-M Processors Overview (Arm),https://coursera.org/learn/arm-cortex-m-processors-overview-course1
900,Armando un catálogo de datos con Azure Purview (Coursera Project Network),https://coursera.org/learn/azure-purview
901,Armv8-M Architecture Fundamentals (Arm),https://coursera.org/learn/armv8-m-architecture-fundamentals
902,Aromatherapy: Clinical Use of Essential Oils (University of Minnesota),https://coursera.org/learn/aromatherapy-clinical-use-essential-oils
903,Arquitecturas de Big Data (Universidad de los Andes),https://coursera.org/learn/arquitecturas-de-big-data
904,Arrange student marks using Merge Sort algorithm (Coursera Project Network),https://coursera.org/learn/arrange-student-marks-using-merge-sort-algorithm
905,Arranging and Visualizing Data in R (University of Michigan),https://coursera.org/learn/arranging-visualizing-data-r
906,Arranging for Songwriters (Berklee),https://coursera.org/learn/arranging-for-songwriters
907,Art & Activity: Interactive Strategies for Engaging with Art (The Museum of Modern Art),https://coursera.org/learn/art-activity
908,Art & Ideas: Teaching with Themes (The Museum of Modern Art),https://coursera.org/learn/ideas
909,Art & Inquiry: Museum Teaching Strategies For Your Classroom (The Museum of Modern Art),https://coursera.org/learn/artinquiry
910,Art and Science of Machine Learning em Português Brasileiro (Google Cloud),https://coursera.org/learn/art-science-ml-br
911,Art and Science of Machine Learning en Español (Google Cloud),https://coursera.org/learn/art-science-ml-es
912,Art and Science of Machine Learning en Français (Google Cloud),https://coursera.org/learn/art-science-ml-fr
913,Art and Science of Machine Learning 日本語版 (Google Cloud),https://coursera.org/learn/art-science-ml-jp
914,Art and the Digital Transformation (Copenhagen Business School),https://coursera.org/learn/artsformation
915,"Art of the MOOC:  Experiments with Sound (Duke University, Berlin University of the Arts)",https://coursera.org/learn/experiments-with-sound
916,Arte 3D y animación en videojuegos (Universitat Autònoma de Barcelona),https://coursera.org/learn/videojuegos-animation
917,"Artificial Creativity (Parsons School of Design, The New School)",https://coursera.org/learn/artificial-creativity
918,"Artificial Intelligence (AI) Education for Teachers (Macquarie University, IBM)",https://coursera.org/learn/artificial-intelligence-education-for-teachers
919,Artificial Intelligence Algorithms Models and Limitations (LearnQuest),https://coursera.org/learn/ai-algorithm-limitations
920,Artificial Intelligence Data Fairness and Bias (LearnQuest),https://coursera.org/learn/ai-data-bias
921,Artificial Intelligence Ethics in Action (LearnQuest),https://coursera.org/learn/ai-ethics-analysis
922,Artificial Intelligence Privacy and Convenience (LearnQuest),https://coursera.org/learn/ai-privacy-and-convenience
923,Artificial Intelligence and legal issues (Politecnico di Milano),https://coursera.org/learn/artificial-intelligence-and-legal-issues
924,Artificial Intelligence for Breast Cancer Detection (Johns Hopkins University),https://coursera.org/learn/artificial-intelligence-for-breast-cancer-detection
925,Artificial Intelligence in Marketing (University of Virginia),https://coursera.org/learn/uva-darden-artificial-intelligence-marketing
926,Artificial Intelligence on Microsoft Azure (Microsoft),https://coursera.org/learn/artificial-intelligence-microsoft-azure
927,Artificial Intelligence: An Overview (Politecnico di Milano),https://coursera.org/learn/artificial-intelligence-an-overview
928,Artificial Intelligence: Ethics & Societal Challenges (Lund University),https://coursera.org/learn/ai-ethics
929,"Arts and Culture Strategy (University of Pennsylvania, National Arts Strategies)",https://coursera.org/learn/arts-culture-strategy
930,Arts and Heritage Management (Università Bocconi),https://coursera.org/learn/arts-heritage
931,Aruba CX 10000 Switching Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-cx-10000-switching-basics
932,Aruba CX Switching for Cisco Professionals (HPE Aruba Networking),https://coursera.org/learn/aruba-cx-switching-for-cisco-professionals
933,Aruba Campus Access Basics (HPE Aruba Networking),https://coursera.org/learn/campus-access-basics
934,Aruba ClearPass Cloud Integration (HPE Aruba Networking),https://coursera.org/learn/aruba-clearpass-cloud-integration
935,Aruba Cloud Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-cloud-basics
936,Aruba Mobility Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-mobility-basics
937,Aruba Mobility Basics - Arabic أساسيات شبكات وايفاي من أروبا (HPE Aruba Networking),https://coursera.org/learn/aruba-mobility-basics-arabic
938,Aruba Mobility Basics for Portuguese Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-mobility-basics-portuguese
939,Aruba Mobility Basics for Spanish Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-mobility-basics-spanish
940,Aruba Network Automation Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-network-automation-basics
941,Aruba Network Security Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-network-security-basics
942,Aruba Network Security Basics for Arabic Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-network-security-arabic
943,Aruba Network Security Basics for Portuguese Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-network-security-basics-portuguese
944,Aruba Network Security Basics for Spanish Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-network-security-basics-spanish
945,Aruba Networking Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-networking-basics
946,Aruba Networking Basics - Arabic  أساسيات شبكات أروبا (HPE Aruba Networking),https://coursera.org/learn/networking-basics-arabic
947,Aruba Networking Basics for Portuguese Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-networking-basics-portuguese
948,Aruba Networking Basics for Spanish Speakers (HPE Aruba Networking),https://coursera.org/learn/aruba-networking-basics-spanish
949,Aruba SD WAN Basics (HPE Aruba Networking),https://coursera.org/learn/aruba-sd-wan-basics
950,As Competências do Especialista no Sucesso do Cliente (Fundação Instituto de Administração),https://coursera.org/learn/as-competencias-do-especialista-no-sucesso-do-cliente
951,As Competências do Líder Exponencial (Fundação Instituto de Administração),https://coursera.org/learn/as-competencias-do-lider-exponencial
952,Asana for Beginners: Track project progress (Coursera Project Network),https://coursera.org/learn/asana-for-beginners-track-project-progress
953,Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels (Technical University of Denmark (DTU)),https://coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives
954,Asia Oriental en el s. XX: introducción desde la Historia (Universitat Autònoma de Barcelona),https://coursera.org/learn/historia-asia-oriental-japon-corea-china-taiwan
955,Asian American History and Identity: An Anti-Racism Toolkit (University of Colorado Boulder),https://coursera.org/learn/asian-american-history-identity-antiracism-toolkit
956,Asian Environmental Humanities: Landscapes in Transition (University of Zurich),https://coursera.org/learn/asian-environmental-humanities
957,Ask Questions to Make Data-Driven Decisions (Google),https://coursera.org/learn/ask-questions-make-decisions
958,Aspectos básicos de la asistencia técnica (Google),https://coursera.org/learn/asistencia-tecnica
959,Aspectos básicos de la planificación y la gestión de proyectos (University of Virginia),https://coursera.org/learn/uva-darden-project-management-es
960,Aspectos básicos del diseño de la experiencia del usuario (Google),https://coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux
961,"Aspectos básicos: Datos, datos, en todas partes (Google)",https://coursera.org/learn/aspectos-basicos-datos-datos-en-todas-partes
962,Aspectos conceptuales y operativos de la Telesalud (Tecnológico de Monterrey),https://coursera.org/learn/asp-conceptuales-operativos-telesalud
963,"Aspectos fundamentales de la gerencia (University of California, Irvine)",https://coursera.org/learn/fundamentos-de-gestion
964,Assess for Success: Marketing Analytics and Measurement (Google),https://coursera.org/learn/assess-for-success
965,Assessing Achievement with the ELL in Mind (Arizona State University),https://coursera.org/learn/ell-assessment
966,Assessing Conflict (Arizona State University),https://coursera.org/learn/assessingconflict
967,Assessing Cultural Climate (Rice University),https://coursera.org/learn/assessing-cultural-climate
968,Assessing Health Program Delivery (Johns Hopkins University),https://coursera.org/learn/assessing-health-program-delivery
969,Assessing and Improving Community Health (University of Michigan),https://coursera.org/learn/assessing-and-improving-community-health
970,Assessment for Data Analysis and Visualization Foundations (IBM),https://coursera.org/learn/data-analysis-visualization-foundations-assessment
971,Assessment for Learning (University of Illinois at Urbana-Champaign),https://coursera.org/learn/assessmentforlearning
972,Assessment in Higher Education: Professional Development for Teachers (Erasmus University Rotterdam),https://coursera.org/learn/assessment-higher-education
973,"Assessment, Interviewing and Onboarding (University of Western Australia)",https://coursera.org/learn/assessment-interviewing-and-onboarding
974,Assets in Accounting (Intuit),https://coursera.org/learn/accounting-assets
975,"Assets, Threats, and Vulnerabilities (Google)",https://coursera.org/learn/assets-threats-and-vulnerabilities
976,Assimilating into Your New Job (Coursera Project Network),https://coursera.org/learn/assimilating-into-your-new-job
977,Association Rules Analysis (University of Colorado Boulder),https://coursera.org/learn/association-rules-analysis
978,Astro 101: Black Holes (University of Alberta),https://coursera.org/learn/black-holes-astro-101
979,AstroTech: The Science and Technology behind Astronomical Discovery (The University of Edinburgh),https://coursera.org/learn/astronomy-technology
980,Astrobiology and the Search for Extraterrestrial Life (The University of Edinburgh),https://coursera.org/learn/astrobiology
981,Astrobiology: Exploring Other Worlds (University of Arizona),https://coursera.org/learn/astrobiology-exploring-other-worlds
982,Astronomy: Exploring Time and Space (University of Arizona),https://coursera.org/learn/astro
983,Asymmetric Cryptography and Key Management (University of Colorado System),https://coursera.org/learn/asymmetric-crypto
984,At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC (Sapienza University of Rome),https://coursera.org/learn/archaeology-city-levant-west
985,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles (Pontificia Universidad Católica de Chile),https://coursera.org/learn/enfermedades-no-transmisibles
986,Atención centrada en el paciente (Tecnológico de Monterrey),https://coursera.org/learn/atencion-paciente
987,Atraer clientes e interactuar con ellos/as mediante el marketing digital (Google),https://coursera.org/learn/atraer-clientes-e-interactuar-con-ellos-as-mediante-el-marketing-digital
988,Atrair e engajar clientes com marketing digital (Google),https://coursera.org/learn/atrair-e-engajar-clientes-com-marketing-digital
989,Attaining Higher Education (Columbia University),https://coursera.org/learn/attaining-higher-education
990,Attention Mechanism (Google Cloud),https://coursera.org/learn/attention-mechanism
991,Attention Mechanism - Bahasa Indonesia (Google Cloud),https://coursera.org/learn/attention-mechanism-id
992,Attention Mechanism - Español (Google Cloud),https://coursera.org/learn/attention-mechanism-es
993,Attention Mechanism - Français (Google Cloud),https://coursera.org/learn/attention-mechanism-fr
994,Attention Mechanism - Italiano (Google Cloud),https://coursera.org/learn/attention-mechanism-it
995,Attention Mechanism - Português Brasileiro (Google Cloud),https://coursera.org/learn/attention-mechanism-ptbr
996,Attention Mechanism - בעברית (Google Cloud),https://coursera.org/learn/attention-mechanism-he
997,Attention Mechanism - 日本語版 (Google Cloud),https://coursera.org/learn/attention-mechanism-ja
998,Attention Mechanism - 简体中文 (Google Cloud),https://coursera.org/learn/attention-mechanism-zhcn
999,Attention Mechanism - 繁體中文 (Google Cloud),https://coursera.org/learn/attention-mechanism-zhtw
1000,Attention Mechanism - 한국어 (Google Cloud),https://coursera.org/learn/attention-mechanism-ko
1001,Attitude Control with Momentum Exchange Devices (University of Colorado Boulder),https://coursera.org/learn/attitude-control-momentum-exchange-devices
1002,Attract and Engage Customers with Digital Marketing (Google),https://coursera.org/learn/attract-and-engage-customers
1003,Attracting and Sourcing Diverse Candidates (University of Western Australia),https://coursera.org/learn/attracting-and-sourcing-diverse-cadidates
1004,Audience Demographics with Facebook Audience Insights (Coursera Project Network),https://coursera.org/learn/audience-demographics-with-facebook-audience-insights
1005,"Audio Signal Processing for Music Applications (Universitat Pompeu Fabra of Barcelona, Stanford University)",https://coursera.org/learn/audio-signal-processing
1006,Audio digital con Pure Data (Universidad Nacional Autónoma de México),https://coursera.org/learn/audio-digital-pure-data
1007,Audit System with Spring Boot AOP (Coursera Project Network),https://coursera.org/learn/audit-system-with-spring-boot-aop
1008,Auditing I: Conceptual Foundations of Auditing (University of Illinois at Urbana-Champaign),https://coursera.org/learn/auditing-part1-conceptual-foundations
1009,Auditing II: The Practice of Auditing (University of Illinois at Urbana-Champaign),https://coursera.org/learn/auditing-part2-the-practice
1010,Aumenta la interacción con tu página de negocio en Instagram (Coursera Project Network),https://coursera.org/learn/aumenta-interaccion-pagina-negocio-instagram
1011,Aumente su productividad y su rendimiento con Canva (Coursera Project Network),https://coursera.org/learn/aumente-productividad-rendimiento-canva
